STATE/UT,YEAR,Crime Head,Number Of Cases In Which Property - Stolen,Number Of Cases In Which Property - Recovered,Value Of Property (in rupees) - Stolen,Value Of Property (in rupees) - Recovered
Maharashtra,2010,TOTAL (MANUAL),80663,27960,23776254525,2337827896
Maharashtra,2010,THEFTS,52363,16765,3640776890,958264429
Maharashtra,2010,BURGLARY,15724,4536,1330713671,195337676
Maharashtra,2010,ROBBERY,3680,2206,1520900483,87244866
Maharashtra,2010,DACOITY,765,569,218670715,137404539
Maharashtra,2010,OTHER KINDS OF PROP. OFF.,6319,2788,4924287590,639564691
Maharashtra,2010,C.B. OF TRUST,1812,1096,12140905176,320011695
Maharashtra,2011,BURGLARY,15575,4936,1532001722,273102405
Maharashtra,2011,ROBBERY,4201,2432,360132657,121032802
Maharashtra,2011,OTHER KINDS OF PROP. OFF.,6694,2720,7665833892,245336062
Maharashtra,2011,DACOITY,765,566,176170585,83740729
Maharashtra,2011,C.B. OF TRUST,1765,906,4260437427,236099205
Maharashtra,2011,THEFTS,53223,17741,4513379485,1282253218
Maharashtra,2011,TOTAL (MANUAL),82223,29301,18507955768,2241564421
Maharashtra,2012,C.B. OF TRUST,1801,1040,53810922516,205832682
Maharashtra,2012,THEFTS,47356,15401,4447342741,1342232428
Maharashtra,2012,OTHER KINDS OF PROP. OFF.,6813,3325,83924639807,274362956
Maharashtra,2012,DACOITY,777,592,224893998,116021394
Maharashtra,2012,TOTAL (MANUAL),78306,28340,1.44545E+11,2343026928
Maharashtra,2012,ROBBERY,6888,3398,559683962,140292543
Maharashtra,2012,BURGLARY,14671,4584,1577397811,264284925
Manipur,2001,DACOITY,20,1,1816150,300000
Manipur,2001,TOTAL (MANUAL),455,47,31017310,3658556
Manipur,2001,OTHER KINDS OF PROP. OFF.,91,23,10659750,2377000
Manipur,2001,C.B. OF TRUST,33,0,8330692,0
Manipur,2001,THEFTS,217,17,5162243,223245
Manipur,2001,BURGLARY,75,3,2658341,58311
Manipur,2001,ROBBERY,19,3,2390134,700000
Manipur,2002,DACOITY,3,0,12000,0
Manipur,2002,BURGLARY,44,1,4136635,9525
Manipur,2002,THEFTS,255,20,10363557,731730
Manipur,2002,C.B. OF TRUST,28,1,2382688,20000
Manipur,2002,OTHER KINDS OF PROP. OFF.,93,6,6282462,1053000
Manipur,2002,TOTAL (MANUAL),429,28,23206932,1814255
Manipur,2002,ROBBERY,6,0,29590,0
Manipur,2003,DACOITY,3,1,150000,125000
Manipur,2003,ROBBERY,6,1,1253600,2600
Manipur,2003,BURGLARY,68,1,3049066,1800
Manipur,2003,OTHER KINDS OF PROP. OFF.,78,8,3866559,1003000
Manipur,2003,THEFTS,252,18,6945636,1191064
Manipur,2003,C.B. OF TRUST,16,0,1925606,0
Manipur,2003,TOTAL (MANUAL),423,29,17190467,2323464
Manipur,2004,C.B. OF TRUST,25,1,19169678,129019
Manipur,2004,DACOITY,2,0,85500,0
Manipur,2004,ROBBERY,3,0,197000,0
Manipur,2004,THEFTS,244,24,13039619,4470587
Manipur,2004,OTHER KINDS OF PROP. OFF.,52,0,4961437,0
Manipur,2004,TOTAL (MANUAL),392,31,40213990,5450783
Manipur,2004,BURGLARY,66,6,2760756,851177
Manipur,2005,C.B. OF TRUST,52,2,86397529,250000
Manipur,2005,THEFTS,243,28,12662242,510140
Manipur,2005,BURGLARY,62,3,3075030,95970
Manipur,2005,ROBBERY,8,0,522270,0
Manipur,2005,DACOITY,4,0,477000,0
Manipur,2005,TOTAL (MANUAL),389,34,115514363,886110
Manipur,2005,OTHER KINDS OF PROP. OFF.,20,1,12380292,30000
Manipur,2006,TOTAL (MANUAL),538,36,55464597,1393005
Manipur,2006,OTHER KINDS OF PROP. OFF.,151,17,10188437,819105
Manipur,2006,C.B. OF TRUST,32,2,30743668,120400
Manipur,2006,THEFTS,290,17,9416334,453500
Manipur,2006,BURGLARY,55,0,3800658,0
Manipur,2006,ROBBERY,8,0,68000,0
Manipur,2006,DACOITY,2,0,1247500,0
Manipur,2007,ROBBERY,11,0,1392300,0
Manipur,2007,BURGLARY,70,1,4379199,12000
Manipur,2007,TOTAL (MANUAL),893,24,114393817,1125910
Manipur,2007,THEFTS,454,23,14425950,1113910
Manipur,2007,C.B. OF TRUST,19,0,7601968,0
Manipur,2007,DACOITY,3,0,114945,0
Manipur,2007,OTHER KINDS OF PROP. OFF.,336,0,86479455,0
Manipur,2008,TOTAL (MANUAL),910,29,107265774,1988250
Manipur,2008,BURGLARY,76,1,5093017,8000
Manipur,2008,ROBBERY,7,2,1072600,19000
Manipur,2008,THEFTS,446,22,38372099,1151250
Manipur,2008,DACOITY,1,0,43000,0
Manipur,2008,C.B. OF TRUST,24,2,9553041,605000
Manipur,2008,OTHER KINDS OF PROP. OFF.,356,2,53132017,205000
Manipur,2009,ROBBERY,3,0,355000,0
Manipur,2009,TOTAL (MANUAL),698,33,119195331,48045570
Manipur,2009,BURGLARY,68,2,6881996,120000
Manipur,2009,THEFTS,394,16,21566576,1060700
Manipur,2009,C.B. OF TRUST,19,0,3231900,0
Manipur,2009,OTHER KINDS OF PROP. OFF.,213,15,87124859,46864870
Manipur,2009,DACOITY,1,0,35000,0
Manipur,2010,ROBBERY,2,1,51500,11500
Manipur,2010,TOTAL (MANUAL),665,37,92424968,1728760
Manipur,2010,C.B. OF TRUST,24,0,20531604,0
Manipur,2010,BURGLARY,66,2,4992852,12660
Manipur,2010,OTHER KINDS OF PROP. OFF.,156,4,36640648,520900
Manipur,2010,DACOITY,0,0,0,0
Manipur,2010,THEFTS,417,30,30208364,1183700
Manipur,2011,ROBBERY,7,0,813400,0
Manipur,2011,BURGLARY,52,0,4966334,0
Manipur,2011,THEFTS,719,41,66333793,4317531
Manipur,2011,TOTAL (MANUAL),1004,43,139817093,4517531
Manipur,2011,DACOITY,1,0,50000,0
Manipur,2011,C.B. OF TRUST,42,1,33075478,150000
Manipur,2011,OTHER KINDS OF PROP. OFF.,183,1,34578088,50000
Manipur,2012,THEFTS,903,52,51609073,7534500
Manipur,2012,COMP. TOTAL (6 TO 15),1245,60,197210814,9076000
Manipur,2012,TOTAL (MANUAL),1245,60,197210814,9076000
Manipur,2012,C.B. OF TRUST,67,1,83266712,429000
Manipur,2012,BURGLARY,53,4,21973167,601500
Manipur,2012,ROBBERY,3,0,320000,0
Manipur,2012,DACOITY,8,0,240000,0
Manipur,2012,OTHER KINDS OF PROP. OFF.,211,3,39801862,511000
Meghalaya,2001,C.B. OF TRUST,19,2,524350,16320
Meghalaya,2001,DACOITY,96,18,3658884,560400
Meghalaya,2001,OTHER KINDS OF PROP. OFF.,32,16,1180415,177365
Meghalaya,2001,THEFTS,271,85,4391865,2149327
Meghalaya,2001,BURGLARY,170,50,1354414,324600
Meghalaya,2001,ROBBERY,125,20,2758872,434700
Meghalaya,2001,TOTAL (MANUAL),713,191,13868800,3662712
Meghalaya,2002,TOTAL (MANUAL),758,158,17988692,5095486
Meghalaya,2002,ROBBERY,109,20,3251058,1197902
Meghalaya,2002,BURGLARY,153,18,2883366,235630
Meghalaya,2002,THEFTS,392,94,7152956,2429165
Meghalaya,2002,C.B. OF TRUST,8,2,135060,81550
Meghalaya,2002,OTHER KINDS OF PROP. OFF.,32,13,335393,42120
Meghalaya,2002,DACOITY,64,11,4230859,1109119
Meghalaya,2003,ROBBERY,133,9,962084,232500
Meghalaya,2003,TOTAL (MANUAL),728,103,268521456,2537849
Meghalaya,2003,OTHER KINDS OF PROP. OFF.,19,4,573975,260000
Meghalaya,2003,DACOITY,83,5,9269997,150100
Meghalaya,2003,C.B. OF TRUST,11,1,35952641,50000
Meghalaya,2003,THEFTS,322,71,146493367,1688819
Meghalaya,2003,BURGLARY,160,13,75269392,156430
Meghalaya,2004,C.B. OF TRUST,23,2,3989942,26830
Meghalaya,2004,DACOITY,71,7,2596018,247890
Meghalaya,2004,ROBBERY,73,17,873080,314120
Meghalaya,2004,THEFTS,393,88,117495559,13616390
Meghalaya,2004,OTHER KINDS OF PROP. OFF.,21,2,645196,7780
Meghalaya,2004,TOTAL (MANUAL),711,135,127591156,14458164
Meghalaya,2004,BURGLARY,130,19,1991361,245154
Meghalaya,2005,DACOITY,63,4,12236375,134650
Meghalaya,2005,ROBBERY,83,15,1578747,381120
Meghalaya,2005,BURGLARY,137,19,1263497,186546
Meghalaya,2005,OTHER KINDS OF PROP. OFF.,19,7,2048600,1888600
Meghalaya,2005,TOTAL (MANUAL),747,154,36733679,6766862
Meghalaya,2005,C.B. OF TRUST,14,1,766600,646000
Meghalaya,2005,THEFTS,431,108,18839860,3529946
Meghalaya,2006,TOTAL (MANUAL),758,161,46353666,6506859
Meghalaya,2006,OTHER KINDS OF PROP. OFF.,10,1,535365,2000
Meghalaya,2006,ROBBERY,65,13,1703447,846845
Meghalaya,2006,BURGLARY,140,27,3771145,290370
Meghalaya,2006,DACOITY,57,10,5296886,419144
Meghalaya,2006,THEFTS,470,109,26091623,2448500
Meghalaya,2006,C.B. OF TRUST,16,1,8955200,2500000
Meghalaya,2007,BURGLARY,203,121,6501195,878586
Meghalaya,2007,TOTAL (MANUAL),862,331,33349690,8370357
Meghalaya,2007,OTHER KINDS OF PROP. OFF.,32,14,3073649,580180
Meghalaya,2007,C.B. OF TRUST,16,2,92850,1200
Meghalaya,2007,THEFTS,500,168,18660858,5821491
Meghalaya,2007,ROBBERY,56,10,1402381,700100
Meghalaya,2007,DACOITY,55,16,3618757,388800
Meghalaya,2008,BURGLARY,166,58,10597971,1669387
Meghalaya,2008,DACOITY,48,5,2470722,241000
Meghalaya,2008,THEFTS,658,152,52154152,4309428
Meghalaya,2008,C.B. OF TRUST,28,8,5101968,826134
Meghalaya,2008,TOTAL (MANUAL),1238,296,79852320,8349971
Meghalaya,2008,COMP. TOTAL (6 TO 15),1238,296,79852320,8349971
Meghalaya,2008,ROBBERY,63,17,2802150,54100
Meghalaya,2008,OTHER KINDS OF PROP. OFF.,275,56,6725357,1249922
Meghalaya,2009,TOTAL (MANUAL),895,201,53628510,9579430
Meghalaya,2009,DACOITY,60,7,2966364,177270
Meghalaya,2009,ROBBERY,67,9,2197580,168860
Meghalaya,2009,BURGLARY,135,40,3509319,873070
Meghalaya,2009,THEFTS,528,132,34881938,7593210
Meghalaya,2009,C.B. OF TRUST,26,3,7415545,713000
Meghalaya,2009,OTHER KINDS OF PROP. OFF.,79,10,2657764,54020
Meghalaya,2010,TOTAL (MANUAL),952,232,61353634,10255264
Meghalaya,2010,BURGLARY,154,36,4513197,562599
Meghalaya,2010,THEFTS,640,169,37310792,7235650
Meghalaya,2010,C.B. OF TRUST,32,3,4772930,164000
Meghalaya,2010,OTHER KINDS OF PROP. OFF.,27,8,10211350,2088045
Meghalaya,2010,DACOITY,33,6,1655070,89970
Meghalaya,2010,ROBBERY,66,10,2890295,115000
Meghalaya,2011,C.B. OF TRUST,49,0,5289215,0
Meghalaya,2011,BURGLARY,130,39,10329438,626801
Meghalaya,2011,THEFTS,673,116,112406781,6834444
Meghalaya,2011,DACOITY,44,7,3008070,853100
Meghalaya,2011,TOTAL (MANUAL),982,183,132836405,8877495
Meghalaya,2011,OTHER KINDS OF PROP. OFF.,28,7,737360,184700
Meghalaya,2011,ROBBERY,58,14,1065541,378450
Meghalaya,2012,OTHER KINDS OF PROP. OFF.,28,6,735500,135000
Meghalaya,2012,C.B. OF TRUST,39,0,5291500,0
Meghalaya,2012,THEFTS,523,98,71867441,20263470
Meghalaya,2012,ROBBERY,46,8,2389460,33500
Meghalaya,2012,TOTAL (MANUAL),824,139,88262761,21289347
Meghalaya,2012,DACOITY,48,3,3510530,26000
Meghalaya,2012,COMP. TOTAL (6 TO 15),824,139,88262761,21289347
Meghalaya,2012,BURGLARY,140,24,4468330,831377
Mizoram,2001,OTHER KINDS OF PROP. OFF.,186,56,4467540,2683220
Mizoram,2001,C.B. OF TRUST,22,14,2791842,1137145
Mizoram,2001,ROBBERY,11,5,795120,588220
Mizoram,2001,BURGLARY,417,188,3249203,1595997
Mizoram,2001,THEFTS,878,603,7505842,4034040
Mizoram,2001,DACOITY,2,0,47905,0
Mizoram,2001,TOTAL (MANUAL),1516,866,18857452,10038622
Mizoram,2002,TOTAL (MANUAL),1499,961,32811874,9221035
Mizoram,2002,OTHER KINDS OF PROP. OFF.,16,2,92410,3720
Mizoram,2002,C.B. OF TRUST,26,8,8967246,2025665
Mizoram,2002,THEFTS,999,729,10561266,4922193
Mizoram,2002,BURGLARY,446,217,13007402,2257657
Mizoram,2002,ROBBERY,7,4,60300,10300
Mizoram,2002,DACOITY,5,1,123250,1500
Mizoram,2003,THEFTS,1303,1017,12530790,8099675
Mizoram,2003,ROBBERY,21,14,142740,111087
Mizoram,2003,DACOITY,5,1,392265,1500
Mizoram,2003,TOTAL (MANUAL),2063,1348,18953062,11824395
Mizoram,2003,C.B. OF TRUST,19,11,506287,398238
Mizoram,2003,OTHER KINDS OF PROP. OFF.,228,37,459982,134516
Mizoram,2003,BURGLARY,487,268,4920998,3079379
Mizoram,2004,DACOITY,10,6,53800,23800
Mizoram,2004,ROBBERY,6,4,32700,30500
Mizoram,2004,TOTAL (MANUAL),876,640,1354490,880200
Mizoram,2004,OTHER KINDS OF PROP. OFF.,0,0,0,0
Mizoram,2004,C.B. OF TRUST,0,0,0,0
Mizoram,2004,THEFTS,610,450,509770,250900
Mizoram,2004,BURGLARY,250,180,758220,575000
Mizoram,2005,TOTAL (MANUAL),1270,963,18816636,12239706
Mizoram,2005,THEFTS,777,638,2956013,2121386
Mizoram,2005,BURGLARY,442,289,14738682,9467342
Mizoram,2005,C.B. OF TRUST,10,7,300191,83383
Mizoram,2005,ROBBERY,6,1,16600,300
Mizoram,2005,OTHER KINDS OF PROP. OFF.,32,27,797650,562615
Mizoram,2005,DACOITY,3,1,7500,4680
Mizoram,2006,ROBBERY,10,5,162397,32563
Mizoram,2006,BURGLARY,408,269,15662205,3274525
Mizoram,2006,THEFTS,740,596,28001877,5538026
Mizoram,2006,C.B. OF TRUST,27,15,5436475,1259207
Mizoram,2006,TOTAL (MANUAL),1203,895,51113034,10827472
Mizoram,2006,DACOITY,4,2,286546,254235
Mizoram,2006,OTHER KINDS OF PROP. OFF.,14,8,1563534,468916
Mizoram,2007,BURGLARY,424,279,18614005,9553498
Mizoram,2007,ROBBERY,4,3,44350,39300
Mizoram,2007,DACOITY,0,0,0,0
Mizoram,2007,THEFTS,732,598,36329079,19341965
Mizoram,2007,C.B. OF TRUST,19,7,941761,81286
Mizoram,2007,OTHER KINDS OF PROP. OFF.,102,63,1913576,261375
Mizoram,2007,TOTAL (MANUAL),1281,950,57842771,29277424
Mizoram,2008,OTHER KINDS OF PROP. OFF.,47,31,248375,212079
Mizoram,2008,TOTAL (MANUAL),1154,893,29367749,21015932
Mizoram,2008,C.B. OF TRUST,28,19,2217536,1240552
Mizoram,2008,THEFTS,734,597,21862542,16373598
Mizoram,2008,BURGLARY,337,242,4783226,3117519
Mizoram,2008,DACOITY,2,0,156850,0
Mizoram,2008,ROBBERY,6,4,99220,72184
Mizoram,2009,OTHER KINDS OF PROP. OFF.,35,27,2974949,385847
Mizoram,2009,C.B. OF TRUST,30,13,2251157,769912
Mizoram,2009,THEFTS,761,581,111682469,20116273
Mizoram,2009,TOTAL (MANUAL),1213,820,151610184,42121387
Mizoram,2009,BURGLARY,381,198,34010675,20729355
Mizoram,2009,ROBBERY,4,1,687934,120000
Mizoram,2009,DACOITY,2,0,3000,0
Mizoram,2010,ROBBERY,16,10,1507760,27950
Mizoram,2010,OTHER KINDS OF PROP. OFF.,89,69,4130193,3590368
Mizoram,2010,DACOITY,3,1,397000,302000
Mizoram,2010,C.B. OF TRUST,25,22,2130191,1961256
Mizoram,2010,THEFTS,813,701,34672287,16293877
Mizoram,2010,TOTAL (MANUAL),1371,1112,49795319,25117966
Mizoram,2010,BURGLARY,425,309,6957888,2942515
Mizoram,2011,C.B. OF TRUST,21,13,2675179,2220539
Mizoram,2011,THEFTS,734,545,22478854,9409945
Mizoram,2011,TOTAL (MANUAL),1112,771,38999472,14913846
Mizoram,2011,BURGLARY,336,201,12663891,3102679
Mizoram,2011,ROBBERY,6,3,605445,65680
Mizoram,2011,OTHER KINDS OF PROP. OFF.,14,9,573603,115003
Mizoram,2011,DACOITY,1,0,2500,0
Mizoram,2012,C.B. OF TRUST,9,6,331950,115950
Mizoram,2012,OTHER KINDS OF PROP. OFF.,8,8,1316187,1316187
Mizoram,2012,TOTAL (MANUAL),975,771,67874209,29975897
Mizoram,2012,DACOITY,2,1,124500,4500
Mizoram,2012,ROBBERY,4,3,212000,150500
Mizoram,2012,THEFTS,605,477,33768354,14277279
Mizoram,2012,COMP. TOTAL (6 TO 15),975,771,67874209,29975897
Mizoram,2012,BURGLARY,347,276,32121218,14111481
Nagaland,2001,TOTAL (MANUAL),463,120,81016077,6805838
Nagaland,2001,OTHER KINDS OF PROP. OFF.,133,18,51036027,1226687
Nagaland,2001,C.B. OF TRUST,3,1,301800,1800
Nagaland,2001,THEFTS,163,61,13853721,2112717
Nagaland,2001,BURGLARY,84,21,6922133,1413954
Nagaland,2001,ROBBERY,71,17,8088871,1700680
Nagaland,2001,DACOITY,9,2,813525,350000
Nagaland,2002,ROBBERY,108,31,8262108,695100
Nagaland,2002,BURGLARY,110,34,4121381,413370
Nagaland,2002,THEFTS,230,108,12102949,3275754
Nagaland,2002,C.B. OF TRUST,10,4,1034675,429180
Nagaland,2002,OTHER KINDS OF PROP. OFF.,56,36,1128015,757921
Nagaland,2002,TOTAL (MANUAL),529,216,27644441,5752775
Nagaland,2002,DACOITY,15,3,995313,181450
Nagaland,2003,THEFTS,179,69,2712336,1486567
Nagaland,2003,TOTAL (MANUAL),437,163,9666617,4032287
Nagaland,2003,C.B. OF TRUST,3,1,484144,100000
Nagaland,2003,BURGLARY,82,19,2172262,603404
Nagaland,2003,ROBBERY,78,14,917826,322326
Nagaland,2003,OTHER KINDS OF PROP. OFF.,76,57,1234990,1002990
Nagaland,2003,DACOITY,19,3,2145059,517000
Nagaland,2004,DACOITY,9,2,149850,85460
Nagaland,2004,TOTAL (MANUAL),281,99,11990446,2491525
Nagaland,2004,OTHER KINDS OF PROP. OFF.,11,7,1355251,873101
Nagaland,2004,C.B. OF TRUST,10,4,3250540,196400
Nagaland,2004,THEFTS,172,70,3281404,1190119
Nagaland,2004,BURGLARY,52,13,1246138,140245
Nagaland,2004,ROBBERY,27,3,2707263,6200
Nagaland,2005,DACOITY,12,5,538320,2000
Nagaland,2005,ROBBERY,80,20,1042890,96175
Nagaland,2005,BURGLARY,93,17,1278742,545015
Nagaland,2005,THEFTS,278,72,6569716,2023640
Nagaland,2005,C.B. OF TRUST,16,7,13219304,7236040
Nagaland,2005,OTHER KINDS OF PROP. OFF.,13,9,1381361,135535
Nagaland,2005,TOTAL (MANUAL),492,130,24030333,10038405
Nagaland,2006,ROBBERY,82,21,53227971,570200
Nagaland,2006,C.B. OF TRUST,16,9,3110618,2104007
Nagaland,2006,TOTAL (MANUAL),511,196,178771972,10480827
Nagaland,2006,THEFTS,324,136,78948706,6781299
Nagaland,2006,BURGLARY,68,25,42221157,958091
Nagaland,2006,DACOITY,15,2,683770,59850
Nagaland,2006,OTHER KINDS OF PROP. OFF.,6,3,579750,7380
Nagaland,2007,OTHER KINDS OF PROP. OFF.,8,6,378820,366020
Nagaland,2007,DACOITY,7,1,3456280,11500
Nagaland,2007,BURGLARY,118,12,3649018,175860
Nagaland,2007,C.B. OF TRUST,11,4,7192980,473000
Nagaland,2007,TOTAL (MANUAL),576,116,51881342,13297970
Nagaland,2007,THEFTS,358,86,29137746,10949690
Nagaland,2007,ROBBERY,74,7,8066498,1321900
Nagaland,2008,DACOITY,6,2,1087500,42000
Nagaland,2008,TOTAL (MANUAL),563,80,419727342,3743186
Nagaland,2008,OTHER KINDS OF PROP. OFF.,5,3,290100,157000
Nagaland,2008,C.B. OF TRUST,16,0,6766575,0
Nagaland,2008,THEFTS,329,55,71238757,2632286
Nagaland,2008,BURGLARY,120,15,67628375,311600
Nagaland,2008,ROBBERY,87,5,272716035,600300
Nagaland,2009,BURGLARY,82,5,5215330,208400
Nagaland,2009,ROBBERY,92,10,653462133,2932120
Nagaland,2009,DACOITY,8,0,627025,0
Nagaland,2009,THEFTS,347,61,56028310,15458455
Nagaland,2009,OTHER KINDS OF PROP. OFF.,235,11,10853546,2807050
Nagaland,2009,C.B. OF TRUST,6,1,9818350,70000
Nagaland,2009,TOTAL (MANUAL),770,88,736004694,21476025
Nagaland,2010,OTHER KINDS OF PROP. OFF.,272,25,127477897,3617770
Nagaland,2010,C.B. OF TRUST,13,2,1226000,143000
Nagaland,2010,DACOITY,3,1,16040,3000
Nagaland,2010,ROBBERY,63,12,11368585,688030
Nagaland,2010,BURGLARY,62,12,10350604,231350
Nagaland,2010,THEFTS,372,73,223472115,31153660
Nagaland,2010,TOTAL (MANUAL),785,125,373911241,35836810
Nagaland,2011,BURGLARY,73,22,4158450,156500
Nagaland,2011,DACOITY,5,0,1287100,0
Nagaland,2011,OTHER KINDS OF PROP. OFF.,256,8,12948763,836655
Nagaland,2011,C.B. OF TRUST,16,6,4374275,3591000
Nagaland,2011,THEFTS,356,91,57636581,12129105
Nagaland,2011,TOTAL (MANUAL),762,135,92079509,17430260
Nagaland,2011,ROBBERY,56,8,11674340,717000
Nagaland,2012,OTHER KINDS OF PROP. OFF.,12,7,5736700,2708000
Nagaland,2012,TOTAL (MANUAL),522,131,103587704,19633810
Nagaland,2012,C.B. OF TRUST,19,1,6472550,75000
Nagaland,2012,BURGLARY,64,14,4598781,466120
Nagaland,2012,ROBBERY,54,10,13466950,1527850
Nagaland,2012,COMP. TOTAL (6 TO 15),522,131,103587704,19633810
Nagaland,2012,THEFTS,372,99,73307223,14856840
Nagaland,2012,DACOITY,1,0,5500,0
Odisha,2001,DACOITY,195,106,26153628,4320190
Odisha,2001,ROBBERY,950,494,25937159,7436388
Odisha,2001,BURGLARY,3061,1388,46361453,8474685
Odisha,2001,THEFTS,5550,2857,89106035,30535933
Odisha,2001,C.B. OF TRUST,224,69,28749939,1508259
Odisha,2001,OTHER KINDS OF PROP. OFF.,187,154,4433658,252396
Odisha,2001,TOTAL (MANUAL),10167,5068,220741872,52527851
Odisha,2002,C.B. OF TRUST,202,65,25525237,2505000
Odisha,2002,OTHER KINDS OF PROP. OFF.,22,10,822871,48100
Odisha,2002,THEFTS,5144,2240,96450461,41635847
Odisha,2002,BURGLARY,2755,1087,44470276,11344562
Odisha,2002,ROBBERY,934,507,27674656,12824154
Odisha,2002,DACOITY,230,105,17657983,7732281
Odisha,2002,TOTAL (MANUAL),9287,4014,212601484,76089944
Odisha,2003,THEFTS,5243,2670,93981886,42562445
Odisha,2003,DACOITY,176,102,12644032,3789657
Odisha,2003,BURGLARY,2910,1231,48730506,13996401
Odisha,2003,C.B. OF TRUST,210,72,10842248,1656165
Odisha,2003,OTHER KINDS OF PROP. OFF.,59,14,1049403,51650
Odisha,2003,TOTAL (MANUAL),9462,4607,187440215,73064104
Odisha,2003,ROBBERY,864,518,20192140,11007786
Odisha,2004,BURGLARY,2990,1127,52807227,13227198
Odisha,2004,TOTAL (MANUAL),10415,4759,228543539,87102662
Odisha,2004,DACOITY,238,121,16347964,7085213
Odisha,2004,THEFTS,5959,2899,115307852,51565221
Odisha,2004,OTHER KINDS OF PROP. OFF.,27,17,620375,111625
Odisha,2004,C.B. OF TRUST,249,93,18949949,3072016
Odisha,2004,ROBBERY,952,502,24510172,12041389
Odisha,2005,DACOITY,184,111,25720589,8184380
Odisha,2005,THEFTS,6743,3427,187605339,89339721
Odisha,2005,ROBBERY,998,583,22663185,7942225
Odisha,2005,C.B. OF TRUST,288,95,1500724,354667
Odisha,2005,BURGLARY,3029,1308,61917823,14704375
Odisha,2005,OTHER KINDS OF PROP. OFF.,34,4,3986000,404301
Odisha,2005,TOTAL (MANUAL),11276,5528,303393660,120929669
Odisha,2006,TOTAL (MANUAL),11465,5927,410264680,136889225
Odisha,2006,ROBBERY,1184,661,47359024,17714523
Odisha,2006,BURGLARY,3118,1425,84174508,17798514
Odisha,2006,THEFTS,6559,3619,222755594,77632471
Odisha,2006,OTHER KINDS OF PROP. OFF.,93,10,2004759,12100
Odisha,2006,DACOITY,239,138,40429350,20947380
Odisha,2006,C.B. OF TRUST,272,74,13541445,2784237
Odisha,2007,BURGLARY,3073,1342,93810550,12767910
Odisha,2007,DACOITY,247,133,76757738,14807120
Odisha,2007,ROBBERY,1273,690,62957837,17860648
Odisha,2007,C.B. OF TRUST,319,107,15837475,2712285
Odisha,2007,THEFTS,6830,3305,229446710,76603809
Odisha,2007,TOTAL (MANUAL),12945,5667,485922479,125979222
Odisha,2007,OTHER KINDS OF PROP. OFF.,1203,90,7112169,1227450
Odisha,2008,DACOITY,303,150,91493666,31230015
Odisha,2008,TOTAL (MANUAL),12182,5905,560367972,175265891
Odisha,2008,OTHER KINDS OF PROP. OFF.,90,37,30397944,328106
Odisha,2008,C.B. OF TRUST,278,80,49900708,27628493
Odisha,2008,THEFTS,7132,3681,224441584,75832586
Odisha,2008,BURGLARY,3064,1232,108586553,18652216
Odisha,2008,ROBBERY,1315,725,55547517,21594475
Odisha,2008,COMP. TOTAL (6 TO 15),12182,5905,560367972,175265891
Odisha,2009,DACOITY,380,149,150458832,45455053
Odisha,2009,TOTAL (MANUAL),12250,4873,2775976092,221987559
Odisha,2009,ROBBERY,1488,704,80922008,25335003
Odisha,2009,THEFTS,7115,2935,316744878,128744945
Odisha,2009,C.B. OF TRUST,175,39,20650331,1126618
Odisha,2009,OTHER KINDS OF PROP. OFF.,155,17,2005631179,1466800
Odisha,2009,BURGLARY,2937,1029,201568864,19859140
Odisha,2010,TOTAL (MANUAL),12691,5690,1116660883,311033656
Odisha,2010,OTHER KINDS OF PROP. OFF.,188,71,37664304,1739150
Odisha,2010,C.B. OF TRUST,239,68,50822458,14004461
Odisha,2010,THEFTS,7572,3454,663821864,220635148
Odisha,2010,BURGLARY,2855,1194,160459113,20486035
Odisha,2010,ROBBERY,1491,716,119195185,34063947
Odisha,2010,DACOITY,346,187,84697959,20104915
Odisha,2011,THEFTS,8713,4178,524640525,204168890
Odisha,2011,DACOITY,417,227,102197032,36609342
Odisha,2011,ROBBERY,1582,812,124469406,36201939
Odisha,2011,TOTAL (MANUAL),14043,6448,956153634,307834900
Odisha,2011,BURGLARY,3028,1090,170339943,25624965
Odisha,2011,C.B. OF TRUST,162,55,30932548,4225954
Odisha,2011,OTHER KINDS OF PROP. OFF.,141,86,3574180,1003810
Odisha,2012,COMP. TOTAL (6 TO 15),15335,7445,1424215587,377005377
Odisha,2012,TOTAL (MANUAL),15335,7445,1424215587,377005377
Odisha,2012,OTHER KINDS OF PROP. OFF.,111,72,26784400,13179122
Odisha,2012,C.B. OF TRUST,209,72,106415715,12979218
Odisha,2012,THEFTS,9611,4717,698348032,209627608
Odisha,2012,BURGLARY,3401,1557,338363173,45005604
Odisha,2012,ROBBERY,1608,818,159524725,56306375
Odisha,2012,DACOITY,395,209,94779542,39907450
Punjab,2001,DACOITY,45,22,47908083,425270
Punjab,2001,TOTAL (MANUAL),5950,3045,465830826,225006524
Punjab,2001,ROBBERY,131,80,11610516,2312303
Punjab,2001,BURGLARY,1902,721,73809455,14056644
Punjab,2001,THEFTS,3023,1386,167087176,76109712
Punjab,2001,C.B. OF TRUST,368,364,104353118,71040117
Punjab,2001,OTHER KINDS OF PROP. OFF.,481,472,61062478,61062478
Punjab,2002,TOTAL (MANUAL),6038,3498,563501865,330784701
Punjab,2002,BURGLARY,1928,770,77239545,18281270
Punjab,2002,ROBBERY,110,85,22285131,8414860
Punjab,2002,DACOITY,50,32,6515666,1424985
